query_id,subject_id,subject_def,evalue,identity,midline,query_start,query_end
0_fwd,gi|1907203878|ref|XR_003953010.2|,"PREDICTED: Mus musculus integrin beta 1 binding protein 2 (Itgb1bp2), transcript variant X3, misc_RNA",16.2133,18 / 19,|||| ||||||||||||||,0,4
0_fwd,gi|1907203873|ref|XM_030251354.2|,"PREDICTED: Mus musculus integrin beta 1 binding protein 2 (Itgb1bp2), transcript variant X1, mRNA",16.2133,18 / 19,|||| ||||||||||||||,0,4
0_fwd,gi|1907203876|ref|XR_003953009.2|,"PREDICTED: Mus musculus integrin beta 1 binding protein 2 (Itgb1bp2), transcript variant X2, misc_RNA",16.2133,18 / 19,|||| ||||||||||||||,0,4
0_fwd,gi|1907203883|ref|XM_030251355.2|,"PREDICTED: Mus musculus integrin beta 1 binding protein 2 (Itgb1bp2), transcript variant X6, mRNA",16.2133,18 / 19,|||| ||||||||||||||,0,4
0_fwd,gi|1907203881|ref|XR_003953011.2|,"PREDICTED: Mus musculus integrin beta 1 binding protein 2 (Itgb1bp2), transcript variant X5, misc_RNA",16.2133,18 / 19,|||| ||||||||||||||,0,4
0_fwd,gi|1907203879|ref|XR_004940338.1|,"PREDICTED: Mus musculus integrin beta 1 binding protein 2 (Itgb1bp2), transcript variant X4, misc_RNA",16.2133,18 / 19,|||| ||||||||||||||,0,4
0_fwd,gi|1907185347|ref|XR_004934271.1|,"PREDICTED: Mus musculus uncharacterized LOC118567478 (LOC118567478), ncRNA",56.5901,18 / 20,||||||||||||  ||||||,0,12
1_fwd,gi|1907203878|ref|XR_003953010.2|,"PREDICTED: Mus musculus integrin beta 1 binding protein 2 (Itgb1bp2), transcript variant X3, misc_RNA",4.64484,19 / 20,||||| ||||||||||||||,0,5
1_fwd,gi|1907203873|ref|XM_030251354.2|,"PREDICTED: Mus musculus integrin beta 1 binding protein 2 (Itgb1bp2), transcript variant X1, mRNA",4.64484,19 / 20,||||| ||||||||||||||,0,5
1_fwd,gi|1907203876|ref|XR_003953009.2|,"PREDICTED: Mus musculus integrin beta 1 binding protein 2 (Itgb1bp2), transcript variant X2, misc_RNA",4.64484,19 / 20,||||| ||||||||||||||,0,5
1_fwd,gi|1907203883|ref|XM_030251355.2|,"PREDICTED: Mus musculus integrin beta 1 binding protein 2 (Itgb1bp2), transcript variant X6, mRNA",4.64484,19 / 20,||||| ||||||||||||||,0,5
1_fwd,gi|1907203881|ref|XR_003953011.2|,"PREDICTED: Mus musculus integrin beta 1 binding protein 2 (Itgb1bp2), transcript variant X5, misc_RNA",4.64484,19 / 20,||||| ||||||||||||||,0,5
1_fwd,gi|1907203879|ref|XR_004940338.1|,"PREDICTED: Mus musculus integrin beta 1 binding protein 2 (Itgb1bp2), transcript variant X4, misc_RNA",4.64484,19 / 20,||||| ||||||||||||||,0,5
2_fwd,gi|1907203878|ref|XR_003953010.2|,"PREDICTED: Mus musculus integrin beta 1 binding protein 2 (Itgb1bp2), transcript variant X3, misc_RNA",16.2133,18 / 19,||||| |||||||||||||,1,6
2_fwd,gi|1907203873|ref|XM_030251354.2|,"PREDICTED: Mus musculus integrin beta 1 binding protein 2 (Itgb1bp2), transcript variant X1, mRNA",16.2133,18 / 19,||||| |||||||||||||,1,6
2_fwd,gi|1907203876|ref|XR_003953009.2|,"PREDICTED: Mus musculus integrin beta 1 binding protein 2 (Itgb1bp2), transcript variant X2, misc_RNA",16.2133,18 / 19,||||| |||||||||||||,1,6
