query_id,subject_id,subject_def,evalue,identity,midline,query_start,query_end
0_fwd,gi|1907085786|ref|XR_001780412.3|,"PREDICTED: Mus musculus metastasis associated 1 (Mta1), transcript variant X8, misc_RNA",4.64475,17 / 18,||||||||| ||||||||,0,18
0_fwd,gi|1409139415|ref|NR_157249.1|,"Mus musculus metastasis associated 1 (Mta1), transcript variant 8, non-coding RNA",4.64475,17 / 18,||||||||| ||||||||,0,18
0_fwd,gi|1409139419|ref|NR_157248.1|,"Mus musculus metastasis associated 1 (Mta1), transcript variant 7, non-coding RNA",4.64475,17 / 18,||||||||| ||||||||,0,18
0_fwd,gi|1409137356|ref|NM_001364621.1|,"Mus musculus metastasis associated 1 (Mta1), transcript variant 4, mRNA",4.64475,17 / 18,||||||||| ||||||||,0,18
0_fwd,gi|755542146|ref|XM_011243988.1|,"PREDICTED: Mus musculus metastasis associated 1 (Mta1), transcript variant X11, mRNA",4.64475,17 / 18,||||||||| ||||||||,0,18
0_fwd,gi|1409139418|ref|NR_157251.1|,"Mus musculus metastasis associated 1 (Mta1), transcript variant 10, non-coding RNA",4.64475,17 / 18,||||||||| ||||||||,0,18
0_fwd,gi|1092045627|ref|NM_001346696.1|,"Mus musculus metastasis associated 1 (Mta1), transcript variant 2, mRNA",4.64475,17 / 18,||||||||| ||||||||,0,18
0_fwd,gi|1409137289|ref|NM_001364620.1|,"Mus musculus metastasis associated 1 (Mta1), transcript variant 3, mRNA",4.64475,17 / 18,||||||||| ||||||||,0,18
0_fwd,gi|1409137320|ref|NM_001364623.1|,"Mus musculus metastasis associated 1 (Mta1), transcript variant 6, mRNA",4.64475,17 / 18,||||||||| ||||||||,0,18
0_fwd,gi|1907085778|ref|XM_006515421.3|,"PREDICTED: Mus musculus metastasis associated 1 (Mta1), transcript variant X3, mRNA",4.64475,17 / 18,||||||||| ||||||||,0,18
0_fwd,gi|1409139417|ref|NR_157250.1|,"Mus musculus metastasis associated 1 (Mta1), transcript variant 9, non-coding RNA",4.64475,17 / 18,||||||||| ||||||||,0,18
0_fwd,gi|1409137287|ref|NM_001364622.1|,"Mus musculus metastasis associated 1 (Mta1), transcript variant 5, mRNA",4.64475,17 / 18,||||||||| ||||||||,0,18
0_fwd,gi|1907085777|ref|XM_006515420.3|,"PREDICTED: Mus musculus metastasis associated 1 (Mta1), transcript variant X2, mRNA",4.64475,17 / 18,||||||||| ||||||||,0,18
0_fwd,gi|1907085779|ref|XM_036157169.1|,"PREDICTED: Mus musculus metastasis associated 1 (Mta1), transcript variant X4, mRNA",4.64475,17 / 18,||||||||| ||||||||,0,18
0_fwd,gi|91598895|ref|NM_054081.2|,"Mus musculus metastasis associated 1 (Mta1), transcript variant 1, mRNA",4.64475,17 / 18,||||||||| ||||||||,0,18
0_fwd,gi|2525592731|ref|NR_186595.1|,"Mus musculus metastasis associated 1 (Mta1), transcript variant 11, non-coding RNA",4.64475,17 / 18,||||||||| ||||||||,0,18
0_fwd,gi|1720370422|ref|XM_030246531.1|,"PREDICTED: Mus musculus metastasis associated 1 (Mta1), transcript variant X6, mRNA",4.64475,17 / 18,||||||||| ||||||||,0,18
0_fwd,gi|1907085784|ref|XR_003949980.2|,"PREDICTED: Mus musculus metastasis associated 1 (Mta1), transcript variant X7, misc_RNA",4.64475,17 / 18,||||||||| ||||||||,0,18
0_fwd,gi|1907085781|ref|XM_006515425.3|,"PREDICTED: Mus musculus metastasis associated 1 (Mta1), transcript variant X5, mRNA",4.64475,17 / 18,||||||||| ||||||||,0,18
0_fwd,gi|1907085788|ref|XR_004937406.1|,"PREDICTED: Mus musculus metastasis associated 1 (Mta1), transcript variant X9, misc_RNA",4.64475,17 / 18,||||||||| ||||||||,0,18
0_fwd,gi|1907085776|ref|XM_006515418.3|,"PREDICTED: Mus musculus metastasis associated 1 (Mta1), transcript variant X1, mRNA",4.64475,17 / 18,||||||||| ||||||||,0,18
3_fwd,gi|1720369760|ref|XR_388582.4|,"PREDICTED: Mus musculus predicted gene, 34173 (Gm34173), transcript variant X1, ncRNA",1.33062,18 / 19,|||||||||||| ||||||,0,19
4_fwd,gi|1907111525|ref|XM_011245553.4|,"PREDICTED: Mus musculus transcription factor 20 (Tcf20), transcript variant X5, mRNA",56.5947,15 / 16,|||||||||||| |||,0,16
6_fwd,gi|1907111525|ref|XM_011245553.4|,"PREDICTED: Mus musculus transcription factor 20 (Tcf20), transcript variant X5, mRNA",56.5947,15 / 16,|||||||||||| |||,0,16
7_fwd,gi|1907111525|ref|XM_011245553.4|,"PREDICTED: Mus musculus transcription factor 20 (Tcf20), transcript variant X5, mRNA",56.5947,15 / 16,|||||||||||| |||,0,16
8_fwd,gi|1907111525|ref|XM_011245553.4|,"PREDICTED: Mus musculus transcription factor 20 (Tcf20), transcript variant X5, mRNA",56.5947,15 / 16,|||||||||||| |||,0,16
4_fwd,gi|166706888|ref|NM_013836.3|,"Mus musculus transcription factor 20 (Tcf20), transcript variant 2, mRNA",56.5947,15 / 16,|||||||||||| |||,0,16
6_fwd,gi|166706888|ref|NM_013836.3|,"Mus musculus transcription factor 20 (Tcf20), transcript variant 2, mRNA",56.5947,15 / 16,|||||||||||| |||,0,16
7_fwd,gi|166706888|ref|NM_013836.3|,"Mus musculus transcription factor 20 (Tcf20), transcript variant 2, mRNA",56.5947,15 / 16,|||||||||||| |||,0,16
8_fwd,gi|166706888|ref|NM_013836.3|,"Mus musculus transcription factor 20 (Tcf20), transcript variant 2, mRNA",56.5947,15 / 16,|||||||||||| |||,0,16
4_fwd,gi|1907111519|ref|XM_006520733.2|,"PREDICTED: Mus musculus transcription factor 20 (Tcf20), transcript variant X3, mRNA",56.5947,15 / 16,|||||||||||| |||,0,16
6_fwd,gi|1907111519|ref|XM_006520733.2|,"PREDICTED: Mus musculus transcription factor 20 (Tcf20), transcript variant X3, mRNA",56.5947,15 / 16,|||||||||||| |||,0,16
7_fwd,gi|1907111519|ref|XM_006520733.2|,"PREDICTED: Mus musculus transcription factor 20 (Tcf20), transcript variant X3, mRNA",56.5947,15 / 16,|||||||||||| |||,0,16
8_fwd,gi|1907111519|ref|XM_006520733.2|,"PREDICTED: Mus musculus transcription factor 20 (Tcf20), transcript variant X3, mRNA",56.5947,15 / 16,|||||||||||| |||,0,16
4_fwd,gi|1720383850|ref|XM_006520732.3|,"PREDICTED: Mus musculus transcription factor 20 (Tcf20), transcript variant X2, mRNA",56.5947,15 / 16,|||||||||||| |||,0,16
6_fwd,gi|1720383850|ref|XM_006520732.3|,"PREDICTED: Mus musculus transcription factor 20 (Tcf20), transcript variant X2, mRNA",56.5947,15 / 16,|||||||||||| |||,0,16
7_fwd,gi|1720383850|ref|XM_006520732.3|,"PREDICTED: Mus musculus transcription factor 20 (Tcf20), transcript variant X2, mRNA",56.5947,15 / 16,|||||||||||| |||,0,16
8_fwd,gi|1720383850|ref|XM_006520732.3|,"PREDICTED: Mus musculus transcription factor 20 (Tcf20), transcript variant X2, mRNA",56.5947,15 / 16,|||||||||||| |||,0,16
4_fwd,gi|927028864|ref|NM_007742.4|,"Mus musculus collagen, type I, alpha 1 (Col1a1), mRNA",56.5947,15 / 16,||||||||||||| ||,0,16
6_fwd,gi|927028864|ref|NM_007742.4|,"Mus musculus collagen, type I, alpha 1 (Col1a1), mRNA",56.5947,15 / 16,||||||||||||| ||,0,16
7_fwd,gi|927028864|ref|NM_007742.4|,"Mus musculus collagen, type I, alpha 1 (Col1a1), mRNA",56.5947,15 / 16,||||||||||||| ||,0,16
8_fwd,gi|927028864|ref|NM_007742.4|,"Mus musculus collagen, type I, alpha 1 (Col1a1), mRNA",56.5947,15 / 16,||||||||||||| ||,0,16
4_fwd,gi|1907111523|ref|XM_011245552.4|,"PREDICTED: Mus musculus transcription factor 20 (Tcf20), transcript variant X4, mRNA",56.5947,15 / 16,|||||||||||| |||,0,16
6_fwd,gi|1907111523|ref|XM_011245552.4|,"PREDICTED: Mus musculus transcription factor 20 (Tcf20), transcript variant X4, mRNA",56.5947,15 / 16,|||||||||||| |||,0,16
7_fwd,gi|1907111523|ref|XM_011245552.4|,"PREDICTED: Mus musculus transcription factor 20 (Tcf20), transcript variant X4, mRNA",56.5947,15 / 16,|||||||||||| |||,0,16
